Fixed_Acidity,Volatile_Acidity,Citric_Acid,Chlorides,Free_Sulfur_Dioxide,Total_Sulfur_Dioxide,pH,Sulphates,Alcohol,Quality,Sugar_Density
6.5,0.22,0.31,0.046,17.0,106.0,3.15,0.31,11.5,Normal,3.8648219999999998
6.6,0.32,0.47,0.063,27.0,173.0,3.18,0.56,9.0,Normal,15.580032000000001
6.1,0.28,0.26,0.03,25.0,101.0,3.03,0.41,12.1,Normal,1.4834100000000001
6.2,0.3,0.28,0.036,28.0,106.0,3.14,0.41,13.3,Normal,1.5811920000000002
6.9,0.22,0.28,0.05,43.0,116.0,3.22,0.6,11.5,High,7.747428
8.7,0.31,0.21,0.039,28.0,67.0,2.96,0.52,11.0,Low,5.562368
7.3,0.27,0.3,0.04,26.0,84.0,3.28,0.53,10.7,Normal,1.289886
7.0,0.46,0.2,0.046,50.0,184.0,3.08,0.56,9.4,Normal,16.682966
5.7,0.23,0.25,0.042,16.0,108.0,3.44,0.61,10.3,Normal,7.909137
6.5,0.36,0.36,0.185,51.5,151.0,3.17,0.42,9.3,Normal,6.668376
8.2,0.18,0.38,0.04,41.0,92.0,2.88,0.6,12.0,Normal,1.089682
6.2,0.27,0.32,0.048,47.0,159.0,3.21,0.6,11.0,Normal,6.254766
6.9,0.4,0.37,0.053,36.0,148.0,3.16,0.5,9.3,Normal,8.8644
4.9,0.345,0.34,0.068,32.0,143.0,3.24,0.4,10.1,Normal,0.99138
7.2,0.23,0.39,0.053,26.0,106.0,3.18,0.47,11.1,Normal,1.48749
6.4,0.2,0.15,0.046,26.0,113.0,2.99,0.58,9.9,Normal,6.560928
6.1,0.27,0.32,0.048,47.0,161.0,3.22,0.6,11.0,Normal,6.155422
6.0,0.3,0.33,0.042,31.0,127.0,3.32,0.42,12.5,Normal,2.078244
6.1,0.3,0.32,0.042,41.0,142.0,3.31,0.44,12.7,Normal,2.176944
5.7,0.14,0.3,0.045,26.0,105.0,3.32,0.45,9.3,Normal,5.371326
6.3,0.33,0.2,0.066,36.0,161.0,3.14,0.51,8.8,Normal,17.883889999999997
7.0,0.16,0.3,0.043,34.0,90.0,2.88,0.47,11.2,Normal,2.575222
8.4,0.22,0.3,0.038,45.0,122.0,3.13,0.54,10.8,Normal,1.289314
5.4,0.24,0.18,0.05,22.0,145.0,3.24,0.46,10.3,Normal,2.281761
7.7,0.31,0.36,0.026,15.0,87.0,3.11,0.48,12.0,Normal,4.263535999999999
5.6,0.185,0.19,0.048,36.0,110.0,3.26,0.41,9.5,Normal,7.060098
6.6,0.43,0.24,0.04,54.0,159.0,3.14,0.54,9.8,Normal,11.855018000000001
7.6,0.39,0.46,0.084,55.0,170.0,2.91,0.51,9.0,Normal,11.673440999999999
7.2,0.58,0.27,0.032,40.0,118.0,3.17,0.53,13.0,Normal,5.747103999999999
6.0,0.34,0.32,0.044,13.0,116.0,3.39,0.44,11.8,Normal,3.766104
7.5,0.35,0.48,0.056,61.0,176.5,2.97,0.52,8.8,Normal,12.375572
7.3,0.38,0.23,0.05,18.0,102.0,3.1,0.55,11.2,Low,6.45476
5.4,0.185,0.19,0.048,36.0,110.0,3.26,0.41,9.5,Normal,7.060098
6.3,0.27,0.51,0.049,35.0,200.0,3.16,0.54,9.4,Low,7.5656479999999995
6.5,0.29,0.52,0.049,35.0,192.0,3.16,0.51,9.5,Normal,7.864529
6.4,0.17,0.3,0.034,33.0,125.0,3.03,0.49,10.4,Normal,2.7762559999999996
6.7,0.18,0.31,0.035,42.0,143.0,3.08,0.49,9.8,Normal,10.554632
6.8,0.37,0.67,0.175,16.0,98.0,3.06,0.56,10.3,Normal,1.4886599999999999
6.1,0.24,0.26,0.033,61.0,134.0,3.19,0.81,11.9,Normal,1.6835099999999998
7.0,0.32,0.29,0.025,35.0,124.0,3.15,0.65,12.8,Normal,7.536312
6.9,0.27,0.25,0.03,18.0,117.0,3.09,0.38,13.0,Normal,7.4337
6.5,0.29,0.53,0.04,41.0,192.0,3.26,0.59,10.4,Normal,1.68674
6.5,0.29,0.52,0.034,41.0,193.0,3.25,0.59,10.4,Normal,1.686791
6.1,0.22,0.25,0.035,54.0,135.0,3.21,0.4,10.7,Normal,12.037201
6.3,0.22,0.27,0.036,81.0,157.0,3.05,0.76,10.7,Normal,4.4676
5.6,0.23,0.25,0.043,31.0,101.0,3.19,0.42,10.4,Normal,7.95432
6.8,0.11,0.27,0.044,45.0,104.0,3.2,0.37,9.9,Normal,8.553044
7.3,0.23,0.41,0.048,73.0,223.0,3.16,0.71,9.4,Normal,14.579998
6.1,0.2,0.17,0.048,46.0,129.0,3.3,0.43,11.4,Normal,1.5856000000000001
6.9,0.2,0.41,0.06,36.0,104.0,2.99,0.39,9.2,Normal,1.092487
6.7,0.19,0.32,0.041,26.0,76.0,2.9,0.57,10.5,Normal,3.669401
6.7,0.28,0.34,0.048,32.0,111.0,3.25,0.54,11.0,Normal,8.851495
8.0,0.37,0.31,0.038,3.0,127.0,2.9,0.72,12.1,Normal,4.661742
6.0,0.26,0.29,0.041,37.0,144.0,3.22,0.39,12.8,Normal,3.067264
6.4,0.24,0.49,0.053,25.0,120.0,3.01,0.98,10.5,Normal,5.76636
6.4,0.25,0.57,0.062,21.0,122.0,3.0,0.4,9.5,Normal,0.99238
6.1,0.25,0.48,0.052,25.0,94.0,3.07,0.45,9.2,Normal,15.765556000000002
6.8,0.14,0.35,0.047,40.0,117.0,3.07,0.72,11.1,Normal,1.4866650000000001
6.5,0.38,0.26,0.042,33.0,112.0,3.06,0.5,12.3,Normal,5.151484000000001
5.4,0.15,0.32,0.037,10.0,51.0,3.04,0.58,12.6,Normal,2.47195
6.8,0.22,0.32,0.054,40.0,152.0,3.2,0.57,10.8,Normal,5.8634200000000005
7.2,0.21,0.29,0.044,39.0,122.0,3.0,0.6,11.3,Normal,3.073433
6.5,0.46,0.24,0.051,56.0,171.0,3.08,0.56,9.8,Normal,11.45262
6.5,0.18,0.48,0.054,56.0,183.0,2.98,0.61,8.5,Normal,18.00684
6.2,0.32,0.12,0.054,6.0,97.0,3.16,0.5,9.3,Normal,4.772352
7.2,0.4,0.24,0.055,45.0,151.0,3.2,0.52,9.2,Normal,8.468210000000001
5.9,0.23,0.24,0.037,32.0,115.0,3.21,0.51,11.4,Normal,1.585216
6.4,0.18,0.48,0.054,56.0,183.0,2.98,0.61,8.5,Normal,18.00684
6.4,0.37,0.12,0.056,6.0,91.0,3.06,0.46,8.4,Low,5.872624
7.0,0.23,0.42,0.062,35.0,100.0,3.04,0.4,9.2,Normal,1.092498
7.6,0.19,0.37,0.033,52.0,151.0,3.18,0.79,10.4,Normal,13.064106
6.0,0.28,0.27,0.046,50.0,147.0,3.27,0.56,11.6,Normal,4.064166
6.2,0.32,0.45,0.029,37.0,94.0,3.25,0.6,12.4,Normal,2.870942
6.4,0.26,0.26,0.052,22.0,176.0,3.09,0.54,9.3,Normal,1.0923440000000002
5.9,0.25,0.27,0.029,37.0,81.0,3.2,0.46,12.2,Normal,1.4838
6.1,0.28,0.3,0.031,33.0,139.0,3.22,0.46,11.0,Normal,7.69544
6.9,0.19,0.38,0.023,30.0,105.0,3.11,0.38,11.4,Normal,1.1390405
6.4,0.29,0.57,0.06,15.0,120.0,3.06,0.41,9.5,Normal,0.9924
6.8,0.27,0.22,0.034,16.0,116.0,3.07,0.53,9.2,Normal,17.78042
7.5,0.26,0.38,0.021,23.0,125.0,3.13,0.62,11.1,Normal,5.662266000000001
6.4,0.2,0.22,0.032,53.0,172.0,3.24,0.58,11.0,Normal,7.355896
7.3,0.33,0.22,0.041,40.0,177.0,3.14,0.48,9.9,Normal,1.390018
7.3,0.34,0.22,0.044,43.0,176.0,3.14,0.46,9.9,Normal,1.3900039999999998
6.1,1.1,0.16,0.033,8.0,109.0,3.35,0.47,12.4,Low,4.358552
6.3,0.24,0.29,0.052,48.0,185.0,3.21,0.5,9.4,Normal,1.58944
6.2,0.24,0.22,0.053,45.0,149.0,3.23,0.52,9.3,Normal,7.864055
7.4,0.16,0.27,0.05,25.0,135.0,2.9,0.43,8.7,Normal,15.4752
7.2,0.17,0.28,0.05,33.0,154.0,2.94,0.43,9.0,Normal,17.5449105
6.9,0.19,0.35,0.038,49.0,118.0,3.0,0.63,10.7,Normal,13.43871
6.8,0.16,0.36,0.034,32.0,98.0,3.02,0.58,11.3,Normal,1.287754
6.8,0.3,0.27,0.028,22.0,97.0,2.96,0.38,11.7,Normal,11.520424
6.5,0.43,0.18,0.032,25.0,131.0,3.23,0.51,10.7,Normal,13.092797500000001
6.6,0.17,0.36,0.036,38.0,110.0,3.05,0.54,11.4,Normal,1.882064
6.4,0.41,0.01,0.048,20.0,70.0,3.19,0.42,10.0,Normal,6.061081999999999
7.4,0.36,0.32,0.036,27.0,119.0,3.15,0.49,11.2,Normal,1.8847239999999998
6.1,0.17,0.21,0.09,44.0,130.0,3.07,0.41,9.7,Normal,1.885845
5.5,0.28,0.21,0.032,23.0,85.0,3.42,0.42,12.5,Normal,1.584432
6.6,0.5,0.26,0.029,32.0,110.0,3.27,0.78,12.9,High,11.221126000000002
7.1,0.44,0.27,0.057,60.0,160.0,3.16,0.36,11.8,Normal,8.337588
6.9,0.38,0.28,0.062,22.0,166.0,3.16,0.72,10.6,Normal,8.258998
6.2,0.24,0.28,0.049,54.0,133.0,3.19,0.37,10.7,Normal,12.14144
6.1,0.28,0.27,0.048,41.0,162.0,3.21,0.51,9.9,Normal,7.95984
7.6,0.26,0.32,0.048,23.0,76.0,2.96,0.46,12.0,Normal,1.28739
7.5,0.16,0.38,0.043,70.5,163.0,3.15,0.82,10.4,Normal,12.662662
6.5,0.36,0.16,0.054,11.0,107.0,3.19,0.39,8.5,Normal,1.292174
6.6,0.35,0.19,0.06,15.0,82.0,3.13,0.38,9.9,Low,10.45674
5.7,0.25,0.26,0.049,52.5,120.0,3.08,0.45,9.4,Normal,12.461375
7.4,0.37,0.26,0.05,33.0,134.0,3.13,0.46,10.4,Normal,9.562368
5.7,0.25,0.21,0.044,21.0,108.0,3.3,0.59,11.0,Normal,1.48713
5.8,0.23,0.21,0.044,21.0,110.0,3.3,0.57,11.0,Normal,1.4870700000000001
5.4,0.265,0.28,0.052,27.0,91.0,3.19,0.38,10.4,Normal,7.7556959999999995
5.7,0.25,0.27,0.05,58.0,116.0,3.1,0.5,9.8,Normal,10.755936
5.7,0.25,0.26,0.049,52.5,106.0,3.08,0.45,9.4,Normal,12.461375
5.9,0.23,0.28,0.046,37.0,142.0,3.23,0.53,10.6,Normal,8.551152
6.2,0.3,0.32,0.052,32.0,185.0,3.28,0.44,10.1,Normal,1.191192
6.5,0.33,0.24,0.048,20.0,96.0,3.06,0.3,11.5,High,14.42112
7.4,0.26,0.29,0.048,14.0,73.0,3.06,0.45,11.4,Normal,3.66855
7.0,0.2,0.4,0.058,30.0,93.0,3.03,0.38,9.2,Normal,1.0925420000000001
6.5,0.21,0.42,0.059,33.0,101.0,3.12,0.38,9.7,Normal,1.09197
7.3,0.25,0.27,0.047,16.0,79.0,3.07,0.46,11.3,Normal,3.7685739999999996
6.8,0.27,0.24,0.098,36.0,127.0,3.15,0.49,9.6,Normal,4.572952
6.7,0.24,0.3,0.07,44.0,179.0,2.86,0.46,8.9,Normal,10.165932
6.4,0.14,0.28,0.057,21.0,82.0,3.26,0.36,10.0,Normal,7.8545750000000005
6.4,0.5,0.2,0.059,19.0,112.0,3.18,0.4,9.2,Normal,2.383536
6.6,0.41,0.27,0.11,20.0,103.0,3.08,0.41,9.0,Normal,10.664904
6.4,0.25,0.28,0.03,29.0,98.0,3.09,0.58,12.8,Normal,4.852176
8.0,0.25,0.35,0.054,13.0,136.0,3.08,0.55,9.5,Normal,1.093026
6.6,0.21,0.34,0.046,30.0,140.0,3.22,0.38,11.0,Normal,5.560744
6.3,0.29,0.23,0.037,24.0,99.0,3.08,0.38,10.6,Normal,14.132976
6.9,0.37,0.23,0.057,54.0,166.0,3.23,0.42,10.0,Normal,9.45896
5.7,0.31,0.28,0.03,22.0,86.0,3.31,0.38,11.7,Normal,4.061541999999999
6.9,0.45,0.27,0.035,17.0,80.0,3.12,0.36,12.5,Normal,4.6557260000000005
6.9,0.3,0.45,0.039,36.0,122.0,3.07,0.47,11.1,Normal,1.386826
5.3,0.23,0.56,0.041,46.0,141.0,3.16,0.62,9.7,Normal,0.8920710000000001
6.8,0.3,0.26,0.037,45.0,150.0,3.04,0.38,12.3,Normal,20.244581
6.7,0.28,0.42,0.035,43.0,105.0,3.18,0.38,12.2,Normal,3.465735
5.0,0.255,0.22,0.043,46.0,153.0,3.75,0.76,11.3,Normal,2.6794260000000003
7.6,0.4,0.27,0.053,23.0,193.0,3.22,0.38,11.6,Normal,1.189968
5.5,0.21,0.25,0.04,18.0,75.0,3.31,0.56,11.3,Normal,1.188072
6.0,0.2,0.25,0.041,30.0,95.0,3.27,0.56,11.1,Normal,1.98156
6.1,0.17,0.29,0.041,32.0,92.0,3.26,0.57,11.2,Normal,1.089396
7.5,0.21,0.29,0.046,35.0,107.0,3.15,0.45,11.3,Normal,1.4868450000000002
7.3,0.26,0.32,0.041,29.0,94.0,3.07,0.45,12.0,Normal,1.187736
6.2,0.35,0.2,0.069,33.0,158.0,3.15,0.5,8.8,Normal,18.083348
6.5,0.43,0.31,0.046,19.0,143.0,3.15,0.34,12.0,High,3.564792
6.5,0.4,0.31,0.046,22.0,147.0,3.15,0.31,12.0,Normal,3.46584
7.4,0.28,0.5,0.049,48.0,122.0,3.01,0.44,9.0,Normal,12.067329999999998
6.3,0.23,0.22,0.054,42.0,151.0,3.12,0.6,9.3,Normal,17.4243485
6.2,0.34,0.25,0.059,33.0,171.0,3.14,0.56,8.7,Normal,12.072049
6.6,0.44,0.32,0.095,13.0,75.0,3.1,0.63,12.8,Normal,2.96862
6.0,0.13,0.36,0.052,23.0,72.0,3.1,0.5,11.5,Normal,1.583584
6.3,0.17,0.23,0.048,44.0,147.0,3.08,0.54,10.0,Normal,5.664774
6.3,0.18,0.22,0.047,45.0,147.0,3.09,0.54,10.0,Normal,5.565448
6.7,0.31,0.34,0.059,51.0,215.0,3.33,0.56,10.3,Normal,6.768584
6.6,0.33,0.32,0.054,62.0,227.0,3.25,0.56,10.4,Normal,15.558504
6.3,0.34,0.31,0.02,18.0,68.0,3.22,0.29,13.4,Normal,5.93886
6.8,0.29,0.32,0.032,18.0,130.0,3.05,0.62,11.2,Normal,1.7837100000000001
7.4,0.31,0.26,0.048,47.0,206.0,3.26,0.36,9.1,Normal,8.56904
5.7,0.25,0.27,0.04,24.0,120.0,3.33,0.31,10.8,Normal,11.432265000000001
6.8,0.27,0.28,0.038,26.0,89.0,3.24,0.34,12.5,Normal,7.7337
5.9,0.26,0.24,0.046,27.0,132.0,3.63,0.73,11.3,Normal,2.3816159999999997
5.9,0.65,0.23,0.035,20.0,128.0,3.46,0.48,12.8,Normal,4.9508
6.6,0.23,0.32,0.041,8.0,72.0,3.22,0.39,12.7,Normal,1.484235
6.8,0.18,0.35,0.054,53.0,143.0,3.1,0.54,11.0,Normal,5.361498
6.8,0.28,0.29,0.052,51.0,149.0,3.02,0.58,10.4,Normal,11.845736
5.9,0.27,0.27,0.051,43.0,136.0,3.25,0.53,10.7,Normal,8.9469
6.1,0.25,0.28,0.055,56.0,131.0,3.22,0.35,10.9,Normal,9.94
6.8,0.26,0.29,0.052,54.0,160.0,3.03,0.58,10.4,Normal,11.845974
7.1,0.13,0.29,0.064,56.0,115.5,3.16,0.41,9.7,Normal,15.459235
6.2,0.2,0.25,0.055,8.0,120.0,3.19,0.53,9.6,Normal,14.96505
5.8,0.24,0.28,0.038,40.0,76.0,3.1,0.29,13.9,Normal,1.381954
7.6,0.48,0.31,0.046,6.0,194.0,3.07,0.61,9.4,Normal,9.373116000000001
7.4,0.26,0.32,0.032,29.0,193.0,3.1,0.67,12.5,Normal,3.667958
6.1,0.3,0.47,0.049,50.0,187.0,3.19,0.45,9.5,Normal,1.38978
6.2,0.32,0.5,0.048,61.0,186.0,3.19,0.45,9.6,Normal,6.4662
6.3,0.34,0.52,0.047,63.0,186.0,3.18,0.44,9.6,Normal,6.267303
7.4,0.16,0.3,0.056,33.0,168.0,2.9,0.44,8.7,Normal,13.676025
7.2,0.26,0.38,0.061,12.0,120.0,3.18,0.46,10.4,Normal,1.48788
7.0,0.31,0.35,0.063,13.0,119.0,3.22,0.5,10.7,Normal,1.5869440000000001
6.6,0.22,0.35,0.05,23.0,83.0,3.17,0.48,12.0,Normal,1.386266
5.8,0.23,0.31,0.044,35.0,158.0,3.19,0.37,12.1,Normal,3.46493
6.3,0.17,0.32,0.04,39.0,118.0,3.31,0.4,13.1,High,0.98886
6.0,0.19,0.26,0.039,30.0,104.0,3.32,0.41,12.4,Normal,1.385972
6.7,0.21,0.34,0.035,45.0,123.0,3.24,0.36,12.6,Normal,1.484235
6.6,0.22,0.37,0.04,31.0,101.0,3.15,0.66,12.0,Normal,1.5841440000000002
6.8,0.34,0.27,0.06,14.0,169.0,3.27,0.57,11.6,Normal,5.161104
7.1,0.34,0.86,0.174,36.0,99.0,2.92,0.5,9.3,Normal,1.390032
6.3,0.24,0.22,0.05,65.0,179.0,3.06,0.58,9.3,Normal,11.859421
6.9,0.35,0.39,0.048,25.0,157.0,3.2,0.54,11.1,Normal,2.379192
6.8,0.24,0.33,0.049,68.0,161.0,3.1,0.69,10.2,Normal,3.1783680000000003
6.4,0.25,0.33,0.037,35.0,113.0,3.23,0.66,10.6,Normal,1.6857879999999998
5.8,0.19,0.33,0.038,49.0,133.0,3.16,0.42,11.3,Normal,4.162494000000001
6.9,0.24,0.4,0.052,81.0,198.0,3.2,0.69,9.4,Normal,15.378440000000001
6.5,0.31,0.61,0.053,31.0,123.0,3.09,0.5,9.3,Normal,12.96204
6.6,0.25,0.32,0.039,15.0,68.0,2.96,0.52,11.1,Normal,5.553128
7.5,0.38,0.56,0.055,15.0,170.0,3.13,0.65,9.9,Normal,9.661684999999999
6.2,0.3,0.3,0.041,29.0,82.0,3.31,0.61,11.8,Normal,2.4766250000000003
6.4,0.33,0.28,0.04,24.0,81.0,3.26,0.64,12.6,Normal,3.9612
7.6,0.27,0.32,0.043,23.0,72.0,3.06,0.68,10.5,Normal,1.190832
5.9,0.24,0.34,0.037,40.0,108.0,3.19,0.5,12.3,Normal,1.97896
5.3,0.33,0.3,0.048,25.0,119.0,3.32,0.62,11.3,Normal,1.18854
6.4,0.21,0.21,0.097,21.0,105.0,3.07,0.46,9.6,Normal,5.06889
7.0,0.22,0.3,0.04,14.0,63.0,3.2,0.33,12.0,Normal,1.3857899999999999
7.8,0.27,0.35,0.05,36.0,140.0,3.09,0.45,11.2,Normal,1.189656
6.7,0.2,0.24,0.044,28.0,100.0,3.12,0.33,10.2,Normal,6.45762
8.1,0.27,0.33,0.045,26.0,100.0,2.98,0.44,12.4,Normal,1.287858
7.1,0.45,0.24,0.04,24.0,87.0,2.94,0.38,13.4,High,2.669274
5.8,0.22,0.29,0.036,25.0,68.0,3.24,0.35,12.6,Normal,1.285245
6.3,0.3,0.48,0.053,34.0,149.0,3.18,0.53,9.8,Normal,7.360928
7.9,0.36,0.53,0.049,63.0,139.0,2.94,0.45,9.1,Normal,12.873168000000001
8.0,0.24,0.33,0.044,28.0,101.0,3.03,0.43,12.5,Normal,1.1884199999999998
6.7,0.41,0.27,0.033,25.0,85.0,3.05,0.34,11.7,Normal,2.576236
6.7,0.24,0.31,0.044,37.0,113.0,3.29,0.46,12.9,Normal,2.2772989999999997
6.2,0.3,0.32,0.054,27.0,183.0,3.3,0.43,10.1,Normal,1.290458
6.9,0.26,0.38,0.044,33.0,139.0,3.06,0.5,10.3,Normal,10.449285
5.9,0.32,0.2,0.05,29.0,144.0,3.24,0.41,10.3,Normal,14.351904
6.1,0.25,0.3,0.036,42.0,107.0,3.34,0.56,10.8,Normal,1.1892
5.6,0.23,0.29,0.023,19.0,89.0,3.25,0.51,11.2,Normal,3.071108
6.6,0.23,0.32,0.024,26.0,102.0,3.29,0.6,11.8,Normal,1.684428
6.0,0.17,0.21,0.05,26.0,134.0,3.08,0.54,9.8,Normal,5.9634
7.1,0.38,0.42,0.041,32.0,193.0,3.04,0.49,10.0,Normal,11.755632
6.6,0.31,0.37,0.052,13.0,164.0,3.24,0.39,8.8,Low,6.175324000000001
6.5,0.38,0.53,0.142,5.0,69.0,3.14,0.52,10.1,Low,1.38964
7.0,0.44,0.24,0.056,68.0,210.0,3.05,0.5,9.5,Normal,12.065878
6.1,0.38,0.14,0.06,27.0,113.0,3.07,0.34,9.2,Low,3.874416
8.0,0.33,0.32,0.041,31.0,180.0,2.92,0.74,12.2,Normal,4.562464
6.0,0.19,0.29,0.046,29.0,92.0,3.22,0.53,11.3,Normal,1.188396
6.3,0.28,0.34,0.038,44.0,129.0,3.26,0.29,12.1,Normal,8.039088
5.3,0.43,0.11,0.029,6.0,51.0,3.51,0.48,11.2,Low,1.089836
5.4,0.22,0.35,0.029,26.0,87.0,3.29,0.44,12.5,Normal,6.44098
6.2,0.345,0.27,0.056,38.0,187.0,3.31,0.56,10.6,Normal,10.048086
5.6,0.255,0.57,0.056,66.0,171.0,3.25,0.61,10.4,Normal,10.642648
5.2,0.2,0.27,0.047,16.0,93.0,3.44,0.53,10.1,Normal,3.17552
6.2,0.29,0.23,0.048,33.0,201.0,3.11,0.56,9.9,Normal,12.351888
6.3,0.26,0.25,0.046,11.0,133.0,2.97,0.68,11.0,Normal,5.158504000000001
6.0,0.22,0.23,0.045,10.0,122.0,2.94,0.63,10.0,Normal,4.96305
7.5,0.35,0.37,0.066,29.0,89.0,3.14,0.42,12.7,Normal,2.4741
6.6,0.39,0.28,0.036,10.0,92.0,3.07,0.35,12.1,Normal,9.126952
6.3,0.23,0.33,0.052,23.0,118.0,3.23,0.46,10.4,Normal,6.857220000000001
6.3,0.22,0.3,0.05,23.0,120.0,3.24,0.47,10.4,Normal,1.98408
6.4,0.29,0.18,0.04,21.0,116.0,3.14,0.5,9.2,Normal,14.9604
7.5,0.23,0.3,0.03,27.0,80.0,3.05,0.68,10.5,Normal,1.190304
5.7,0.28,0.36,0.041,38.0,90.0,3.27,0.98,11.9,Normal,1.782036
6.5,0.26,0.24,0.042,47.0,130.0,3.08,0.4,10.1,Normal,10.7568
6.4,0.27,0.29,0.034,62.0,140.0,3.1,0.59,11.1,Normal,3.870243
5.9,0.22,0.29,0.037,69.0,144.0,3.13,0.74,10.8,Normal,4.166988
6.8,0.26,0.26,0.019,23.5,72.0,3.16,0.47,11.8,Normal,1.98082
7.6,0.36,0.48,0.038,44.0,116.0,3.04,0.48,9.2,Normal,13.4757
7.6,0.35,0.47,0.037,42.0,116.0,3.04,0.5,9.2,Normal,13.276326000000001
5.7,0.18,0.26,0.023,21.0,95.0,3.07,0.54,12.3,Normal,2.17646
6.6,0.36,0.47,0.145,26.0,124.0,3.09,0.56,10.1,Normal,1.3898359999999998
5.9,0.14,0.2,0.04,26.0,114.0,3.25,0.45,11.4,Normal,1.58568
5.5,0.23,0.19,0.044,39.0,161.0,3.19,0.43,10.4,Normal,2.182598
6.7,0.11,0.26,0.053,44.0,95.0,3.2,0.35,9.8,Normal,14.752048
7.0,0.24,0.24,0.047,29.0,91.0,3.3,0.43,9.9,Normal,1.786518
5.3,0.47,0.1,0.036,11.0,74.0,3.48,0.54,11.2,Low,1.2880660000000002
7.5,0.29,0.24,0.058,25.0,115.0,3.15,0.46,10.9,Normal,9.857133000000001
6.0,0.33,0.26,0.051,16.0,119.0,3.15,0.41,9.2,Normal,5.070216
5.8,0.32,0.23,0.033,39.0,121.0,2.96,0.35,12.0,Normal,1.48305
5.8,0.3,0.23,0.034,37.0,121.0,2.96,0.34,12.1,Normal,1.4830649999999999
3.8,0.31,0.02,0.036,20.0,114.0,3.75,0.44,12.4,Normal,11.016528
6.2,0.36,0.22,0.038,44.0,145.0,3.22,0.4,11.2,Normal,5.20716
6.0,0.31,0.27,0.042,19.0,120.0,3.32,0.41,12.7,Normal,2.275896
6.9,0.52,0.54,0.036,23.0,169.0,3.26,0.47,12.2,Normal,7.842093000000001
7.0,0.55,0.05,0.036,19.0,164.0,3.26,0.46,12.2,Normal,7.94152
5.8,0.2,0.16,0.042,44.0,99.0,3.23,0.37,12.2,Normal,1.384768
6.0,0.29,0.27,0.044,20.0,117.0,3.31,0.41,12.7,Normal,2.27585
5.7,0.22,0.29,0.04,27.0,146.0,3.17,0.36,12.1,Normal,3.4649650000000003
7.1,0.46,0.23,0.045,44.0,192.0,3.11,0.53,9.4,Normal,13.673969999999999
6.6,0.21,0.3,0.041,64.0,174.0,3.07,0.5,10.1,Normal,9.8505
6.9,0.42,0.2,0.043,57.0,201.0,3.08,0.54,9.4,Normal,15.376592
5.7,0.22,0.2,0.044,41.0,113.0,3.22,0.46,8.9,Normal,15.97792
5.2,0.31,0.2,0.027,27.0,117.0,3.56,0.45,13.0,Normal,2.373264
7.2,0.22,0.35,0.054,37.0,183.0,3.08,0.5,10.3,Normal,5.47107
5.6,0.18,0.29,0.04,5.0,47.0,3.07,0.45,10.1,Low,2.2798979999999998
6.2,0.24,0.27,0.04,48.0,129.0,3.23,0.38,10.5,Normal,16.748088
5.7,0.26,0.24,0.059,23.0,124.0,3.3,0.5,10.1,Normal,17.759594
6.0,0.2,0.26,0.049,22.0,93.0,3.15,0.42,11.0,Normal,6.75104
7.6,0.28,0.17,0.046,28.0,117.0,3.08,0.43,10.0,Normal,1.588608
7.0,0.2,0.33,0.03,25.0,76.0,2.88,0.54,10.5,Normal,4.662494000000001
6.6,0.26,0.27,0.048,28.0,112.0,2.87,0.49,9.7,Normal,11.753508
7.2,0.21,0.36,0.045,68.0,183.0,3.25,0.76,9.4,Normal,15.687754
6.9,0.22,0.32,0.041,20.0,119.0,3.17,0.55,11.2,Normal,5.759168
7.4,0.22,0.28,0.046,22.0,121.0,3.1,0.55,10.8,Normal,8.95212
7.0,0.2,0.35,0.037,31.0,103.0,3.13,0.49,11.0,Normal,8.746144000000001
5.6,0.26,0.0,0.038,13.0,111.0,3.44,0.46,12.4,Normal,10.13013
6.3,0.28,0.3,0.208,60.0,154.0,3.1,0.4,9.4,Normal,6.565548
6.4,0.29,0.3,0.209,62.0,156.0,3.1,0.4,9.4,Normal,6.46607
7.2,0.34,0.23,0.105,22.0,155.0,3.01,0.58,9.5,Normal,8.872588
7.1,0.39,0.39,0.034,25.0,204.0,3.05,0.52,10.0,Normal,11.057376
6.9,0.26,0.29,0.043,33.0,114.0,3.16,0.31,12.5,Normal,4.15884
6.1,0.24,0.25,0.044,24.0,115.0,3.39,0.59,10.9,Normal,1.58736
5.9,0.25,0.24,0.044,21.0,113.0,3.38,0.58,10.5,Normal,7.360188
6.1,0.24,0.27,0.05,51.0,133.0,3.22,0.37,10.8,Normal,11.43974
6.5,0.22,0.27,0.039,36.0,116.0,3.38,0.57,11.0,Normal,1.586848
6.2,0.26,0.29,0.036,16.0,87.0,3.33,0.61,11.8,Normal,1.98162
6.6,0.34,0.25,0.038,16.0,121.0,3.36,0.71,12.6,Normal,4.7615039999999995
5.6,0.225,0.24,0.054,59.0,140.0,3.17,0.39,10.2,Normal,9.75541
7.1,0.23,0.28,0.046,33.0,103.0,3.12,0.31,12.0,Normal,1.880943
6.4,0.27,0.3,0.04,19.0,86.0,3.32,0.65,11.5,Normal,1.5854240000000002
6.3,0.41,0.22,0.035,23.0,117.0,3.2,0.39,11.94,Normal,7.239556
6.7,0.41,0.24,0.035,33.0,115.0,3.12,0.44,12.8933333333333,Normal,5.34654
7.2,0.585,0.2,0.086,17.0,94.0,3.13,0.4,9.4,Normal,10.366824
